StockCode,Price
21548,2.0
21545,2.0
21547,2.0
21552,4.0
21551,4.0
21550,4.0
21554,4.0
21553,4.0
21444,2.5
21443,2.5
22083,2.0
22084,2.0
22089,2.0
22088,2.0
22090,2.0
21338,4.0
84767,4.0
21324,2.0
21323,2.8
21728,8.0
85119,1.1
85128,1.1
22173,2.0
84792,2.8
84830,10.0
21896,1.4
21895,1.4
21893,2.8
21745,2.0
21549,2.0
84838,6.0
21340,7.0
22286,1.0
22285,1.0
22284,1.0
22282,8.0
22281,4.0
22267,0.7
22241,0.7
21458,0.7
21457,0.7
21456,0.7
22293,0.85
22292,0.85
22291,0.85
22289,0.7
22288,0.7
22287,1.0
22290,1.4
22283,5.85
84951B,2.55
21383,0.65
84437A,0.85
85205B,2.55
85169D,1.25
47310M,1.05
85032A,0.65
40018E,1.69
72781,1.69
22220,8.5
90011C,2.95
90013D,3.75
90164B,7.5
90058B,1.06
90165A,2.55
48195,5.95
22326,2.55
22328,2.55
22329,1.45
81952B,0.85
44235,0.42
22161,0.65
35637C,5.95
84450B,0.42
84842,3.75
84706A,8.95
21934,1.45
84599,7.95
20783,4.65
22173,2.55
22291,1.25
22087,2.55
84531B,1.95
47367B,3.75
37489D,1.95
37409,0.85
84766,5.95
82545A,1.25
84455,0.85
47559B,1.06
47567B,4.65
85218,1.45
20991,0.55
21165,1.45
85086A,0.85
20791,12.75
84849D,1.69
21653,2.1
85202,0.42
82580,0.42
47568,1.69
17164B,0.37
21076,0.64
21916,0.36
84762C,10.75
84016,0.42
84033,1.65
84251G,0.19
22106,6.75
85232C,4.95
20802,1.65
21089,0.65
21097,0.85
90108,1.05
72225C,0.29
72225D,0.29
85035B,3.81
17014D,0.42
17014A,0.42
84595B,1.65
16010,0.12
21454,0.85
90103,2.55
84029D,2.95
20787,39.95
20832,0.72
17011A,2.1
20698,2.55
72796C,1.65
21386,0.85
85027L,7.95
84306,10.95
84653,45.95
18096C,1.95
21497,0.34
16161U,0.34
84458,0.85
35915C,1.65
35915B,1.65
21409,4.25
85023C,2.55
90036B,7.95
90036A,7.95
21476,14.95
84247N,2.95
47502,12.75
40003,1.25
21478,3.75
84966B,20.0
84966A,20.0
22030,0.36
21518,0.36
21506,0.36
22026,0.36
22035,0.36
84249D,0.36
22027,0.36
21504,0.36
21509,0.36
21507,0.36
22270,3.39
21624,4.95
22136,1.45
21245,1.45
37330,1.65
84378,1.06
21656,1.25
47469,0.65
84800L,2.12
84804A,2.95
21265,9.95
21002,4.25
85092,3.35
72802B,3.81
84867A,6.95
40003,0.95
84509C,2.95
17129F,0.64
20972,1.06
20798,2.1
16161G,0.1
85024B,1.65
84992,0.4
84991,0.4
21977,0.4
21975,0.4
21212,0.4
22194,7.65
21793,6.75
21792,6.75
21088,0.65
82011C,3.75
47469,0.42
72750D,5.95
72753A,7.95
72753C,7.95
20800,2.55
84567,1.65
47471,0.65
22139,4.0
22106,5.95
22105,3.75
21348,2.55
21288,2.55
82597,1.69
22257,1.25
82599,1.69
79301,2.95
84630,7.95
84661C,2.55
21759,49.95
90032,6.25
17014F,1.65
40001,0.64
72799D,2.55
20933,2.95
84932B,1.95
84932A,1.95
22221,8.5
84799,1.25
35922,4.25
85187,1.65
21764,34.95
22172,7.65
21752,12.75
21667,14.95
20890,3.75
20891,7.95
37351,1.25
21474,19.95
85130B,1.65
37410,0.1
16051,0.06
16044,0.06
21702,0.3
17109C,0.15
17109B,0.15
16254,0.25
20889,0.3
20759,0.1
20758,0.1
20757,0.1
20756,0.1
20755,0.1
20991,0.1
20993,0.1
21684,0.64
21683,2.55
21280,2.1
21281,2.1
21672,1.06
22253,1.06
84459B,1.25
22199,3.75
20931,2.95
21213,0.4
82551,1.06
35921,1.25
20786,35.95
20785,35.95
84837,10.75
20735,0.72
85032B,2.1
17021,0.3
22380,2.1
22383,1.65
22382,1.65
85206A,1.45
44236,4.65
21421,1.06
20676,1.06
21086,0.53
47590A,4.65
84371,15.95
15058A,7.95
15058C,7.95
15058B,7.95
90128A,1.25
90162D,2.95
90162A,2.95
90128B,1.25
22381,2.1
84231,0.65
84457,0.85
22259,1.25
84509E,3.75
84531A,1.95
84806A,1.45
47481,0.85
85019A,4.25
84509G,2.95
21615,3.25
21616,3.25
22384,1.65
85170B,2.1
84849B,1.45
44230,6.36
90005A,1.95
84828,1.06
22379,2.1
35638A,5.95
84865,8.5
22378,2.1
44241C,0.85
21923,7.95
84371,5.0
37491B,1.65
21394,1.95
79303A,2.95
21035,2.55
22276,2.1
47566,3.75
21668,1.06
21670,1.06
21122,1.06
21124,1.06
21121,1.06
21210,1.25
21976,0.42
21223,1.06
21091,0.64
21085,0.53
21129,6.95
22377,2.1
22333,1.45
84868A,6.95
84868B,6.95
90057,3.39
84469,6.36
20967,3.39
48173A,6.75
72755C,4.25
20801,2.55
84809B,2.1
84809A,2.1
85017B,0.42
85071D,0.38
35822B,0.38
85016,0.65
16239,1.25
16244A,1.95
16244B,1.95
35822P,0.38
85015,0.65
85017A,0.42
22242,1.45
22367,1.65
22414,5.95
84212,0.42
22269,1.06
21794,6.75
21948,1.06
85059,2.95
47580,2.1
79337,1.65
78033,4.25
35920,1.25
84447,0.85
21172,1.25
21455,0.85
84881,6.35
21459,1.95
22021,1.45
21943,0.38
84360,5.95
20902,6.35
71495B,0.42
47585A,3.75
35916A,0.85
90124A,9.95
90024A,8.5
90199B,6.35
37330,1.95
84931B,2.55
90058B,0.38
90122A,4.95
90122C,4.95
20829,1.69
84800M,1.69
85131C,1.25
90208,2.55
90209B,2.1
72728,0.72
21461,1.95
21460,1.95
20941,1.06
20985,1.06
21169,1.69
21907,2.1
22386,1.95
90175B,2.5
90010A,2.5
90160B,2.5
90120D,2.5
90175A,2.5
90010E,2.5
90120B,2.5
90161D,2.5
90143,2.5
90062,2.5
22134,0.36
77081,1.25
22385,1.95
22496,2.95
22495,2.95
22413,2.95
22411,1.95
22494,1.25
22386,1.65
22383,1.45
22382,1.45
22381,1.85
22380,1.85
22379,1.85
22411,1.65
22412,2.1
72785B,0.5
22377,1.85
46000R,1.45
84219,2.55
84461,2.55
85204,0.42
21763,25.95
22222,4.25
22500,4.95
22497,4.25
90198B,4.25
85039C,1.65
21946,0.85
21519,0.36
72821,1.65
17013F,1.65
22110,2.95
45008C,7.16
20707,1.06
84218,1.95
22417,0.55
16206B,1.25
22657,0.85
79067,2.95
62095B,1.69
17174,0.42
21166,1.69
72802C,3.81
16052,0.42
79071B,2.95
37462E,0.42
22168,7.65
79140,0.42
20822,4.65
82607A,1.06
20795,1.69
84927E,2.1
84228,0.42
84462,1.06
84366,3.75
90114,2.55
90116,1.69
35647,1.25
22499,5.95
21115,5.95
85031C,1.25
72800D,2.1
90197D,4.95
85205A,2.55
84937,1.69
84555A,2.95
22334,1.45
22332,1.45
22331,1.45
85066,10.95
22169,7.65
90214V,1.25
47504H,1.95
84857A,8.5
21659,12.75
22498,5.95
35644,1.95
84877D,3.75
84876D,3.75
84859B,5.95
85164B,8.5
79303B,2.95
21154,1.06
17084A,0.21
44089A,0.42
44089C,0.42
48194,7.49
22365,7.49
71038,4.65
20685,7.49
17027A,0.42
17091J,0.85
17091A,0.85
84923,8.5
47586A,2.55
22366,6.35
22365,6.35
20816,6.75
48188,7.49
84249A,0.42
84803B,1.69
22366,7.49
22414,7.49
21523,7.49
16053,0.21
48138,7.49
84465,2.95
48187,7.49
48173C,7.49
48111,7.49
20716,1.06
20666,2.55
20665,2.55
20663,2.55
15036,0.53
20669,1.06
21867,1.06
20655,1.06
20730,1.06
20729,1.06
22279,1.85
20658,1.06
84875D,1.25
21157,1.69
21789,0.65
62095B,1.45
47503G,1.06
84533B,4.65
84522,1.65
22385,1.65
84927A,2.1
35001W,1.5
35001G,2.0
21169,1.45
22413,2.55
22219,0.72
21248,1.25
21160,1.25
21161,1.25
21158,1.25
22117,2.55
22412,1.85
17001,0.21
84653,39.95
84657,4.65
10135,1.06
22378,1.85
17012C,0.85
84971S,0.64
48185,6.35
20685,6.35
21411,2.56
48197,7.49
84723,7.95
48173C,6.35
84908A,6.95
37451,4.95
48185,7.49
72751C,5.95
21524,7.49
48129,7.49
48116,7.49
48195,7.49
72132,1.95
22416,1.45
21523,6.35
84508A,2.1
21259,4.95
85192S,0.65
79157B,0.85
82072,1.25
17003,0.16
21763,29.95
84820,5.95
48184,7.49
84817,2.1
84192,1.25
21188,2.55
85180A,3.81
84706F,8.95
48189,6.35
48138,6.35
84864A,6.75
84519A,2.55
21524,6.35
84715,2.95
84030B,3.75
84311,1.65
71495A,0.42
21324,2.55
21627,12.75
79331,1.65
90202C,2.95
90198A,4.25
90170,1.65
90082C,6.35
90202D,2.95
90202A,2.95
48194,6.35
82011E,3.75
82011A,3.75
22372,6.35
48187,6.35
21313,0.64
21361,12.75
84462,1.25
20785,39.95
84816,39.95
90157,4.95
20974,0.55
84637,5.95
84638,6.95
62094B,2.55
48103,7.49
37489B,1.95
15044D,2.55
22372,5.45
22371,5.45
20838,2.95
22371,6.35
22374,6.35
21955,7.49
22376,6.35
22375,6.35
21761,26.95
48129,6.35
48111,6.35
48116,6.35
47563B,3.75
17013D,1.65
21508,0.36
22033,0.36
21756,5.45
84529B,6.75
46137D,2.95
84760S,1.45
21361,10.95
21078,0.64
21092,0.64
84358,9.95
21845,2.55
22384,1.45
85198,0.3
85197,0.25
85218,0.3
35920,0.15
47504F,0.25
47504E,0.15
47503K,0.3
47503E,0.15
20657,0.15
20653,0.15
20652,0.15
20730,0.15
20729,0.15
20851,0.5
20850,0.5
20849,0.5
20778,0.15
20777,0.15
20776,0.15
20775,0.15
20774,0.15
20773,0.15
20731,0.15
20760,0.1
21699,0.3
21697,0.3
47503F,0.25
48189,7.49
21768,12.75
21759,44.95
44217M,2.95
44217M,3.95
22247,0.72
47421,0.42
21955,6.35
21907,1.85
21745,3.39
46307,1.65
85094,1.25
84510E,1.25
22241,1.06
90189B,7.5
90149,7.5
90003E,3.75
90078,7.5
90025D,3.75
90171,1.25
90189A,7.5
21087,0.65
85217,0.53
21700,0.72
21906,5.95
20892,9.95
21320,2.1
84520B,0.64
84499,0.64
84673A,0.53
21272,1.06
47421,0.36
72715,0.42
85055,2.95
22179,5.95
84609,8.5
85220,0.3
21655,1.45
21214,1.25
22417,0.42
84988,1.25
84987,1.25
22416,1.25
22256,1.06
22258,1.06
21462,5.95
21470,2.95
85197,1.69
85196,0.42
22499,4.95
15039,0.53
37491D,1.65
37491A,1.65
22184,7.65
85185B,2.55
85185D,2.55
84292,7.95
47583B,7.0
47583A,7.0
84614A,5.95
84227,0.42
75178,1.25
35816B,1.25
35816P,1.25
16044,0.42
84711B,9.95
90166,4.25
21657,5.95
21529,2.95
21246,4.25
37342,2.95
22325,4.25
21682,4.25
22318,2.55
21896,1.85
79315W,2.95
21136,1.45
22263,0.72
22498,4.95
22432,1.65
85039B,1.45
90206C,4.95
90199A,6.35
90039B,3.75
90039A,3.75
90039D,3.75
22433,1.95
20910,5.55
21955,4.58
48111,4.58
48173C,4.58
48188,4.58
20685,4.58
48194,4.58
21524,4.58
22177,8.5
84800S,1.25
90127B,1.25
22098,1.06
22432,1.95
84464,1.95
21648,1.06
21467,2.95
35823P,2.95
84575A,5.95
90178B,11.95
22431,1.95
48184,6.35
84762B,10.75
85109,0.19
84629,21.95
84962,59.95
84964B,60.0
84964A,60.0
84965B,60.0
84965A,60.0
85213,0.64
48188,6.35
21664,3.39
21992,2.55
20751,1.69
22216,0.72
84613A,4.65
22327,2.55
21924,6.95
84795D,6.95
72753B,7.95
37488A,2.95
47599B,1.69
47570B,8.49
35909A,2.95
21387,0.85
84751B,3.75
47422,0.36
22609,0.85
21312,5.95
21316,2.55
21622,4.25
16218,0.16
84925F,2.55
22085,2.55
21459,1.65
22267,1.06
22268,0.72
21203,1.45
85230A,0.21
44234,0.18
44235,0.36
84818,2.1
21973,1.25
15036,0.75
72083A,2.1
21239,0.72
21240,0.72
81953P,0.85
84507B,2.1
22249,0.72
46776A,4.95
84596K,1.06
22610,0.85
21465,2.95
21468,2.95
21950,1.06
21988,0.64
21987,0.53
22094,1.06
21989,0.64
22122,2.55
21576,1.75
21580,1.75
21577,1.75
22315,1.06
21155,1.69
21537,3.75
21794,5.95
21911,1.0
21745,2.5
48184,4.58
48187,4.58
48185,4.58
48116,4.58
37500,6.96
22060,7.26
22061,7.26
37447,0.88
22057,0.88
37482B,0.85
37479B,0.85
21877,0.85
21871,0.85
21872,0.85
21875,0.85
22608,0.85
16049,0.42
16202B,1.95
47422,0.42
21558,2.1
21651,1.45
22374,5.45
20833,12.75
16202E,5.55
21872,1.06
85113,1.69
21300,12.75
21304,4.95
21298,12.75
85230F,0.21
84226,0.85
84770,9.95
90163A,7.5
22323,1.95
22324,1.95
84909A,12.75
84619,12.75
21299,3.95
84467,12.75
21303,5.95
84657,1.65
47585A,1.25
47587A,0.19
21623,9.95
20840,0.85
20838,0.85
84984B,1.25
84984C,1.25
84984D,1.25
71496A,0.53
84422,0.65
21665,0.55
85124A,2.1
85124B,2.1
85124C,2.1
82585,1.06
15044C,2.55
15044A,2.55
20984,0.72
84051,0.64
71495A,0.36
71495B,0.36
79191B,0.63
79190B,0.32
17084R,0.16
17021,0.24
72225D,0.21
72225C,0.21
21082,0.64
84989A,0.42
18007,0.11
84638,1.45
85008,1.65
84877B,3.75
84615,1.95
84637,1.25
84546,1.65
62086A,1.95
21760,125.0
21875,1.06
21625,5.95
21332,3.95
84770,2.95
84893,4.95
90162C,2.95
90162B,2.95
22251,1.06
21344,2.95
21376,1.95
21378,0.65
84660A,3.75
72051S,0.42
21534,4.25
48197,6.35
21687,3.39
22188,3.39
40018F,1.69
22025,0.36
84805A,3.75
84469,2.95
84623,2.95
84616,12.75
47586A,0.85
84679,5.95
84631,1.95
84414B,5.95
84601A,1.25
84663A,1.95
84907,1.95
84908A,1.95
84908B,1.95
84918,1.95
84919,1.95
16054,0.42
84658,1.65
84600,6.95
72800C,2.1
20837,0.85
20836,0.85
21003,6.35
22489,0.42
20750,6.09
90027C,2.95
90070,5.95
90086,0.85
84205C,0.19
22135,0.36
21947,1.06
22316,1.06
84510C,1.06
84510A,1.06
82587,1.06
85231G,0.72
72130,0.53
85230G,0.21
85116,0.65
84726,1.65
84725,1.65
84720,3.95
17012F,0.85
17012B,0.85
17012A,0.85
16162L,0.53
35637C,4.65
75131,1.25
84924F,3.75
84720,12.75
84926A,1.25
10002,0.72
77079,2.12
84596I,1.25
21197,1.65
84726,4.25
16045,0.12
84858A,5.95
35950,1.25
20835,0.85
37379B,1.25
22457,2.95
22456,4.95
22375,5.45
22376,5.45
84562A,6.36
84922,4.25
22483,2.95
85071A,0.38
22458,2.55
22459,2.55
17012E,2.55
17012C,2.55
17012B,2.55
84789,2.95
22467,2.55
22465,1.65
22464,1.65
20798,1.65
21769,69.95
85110,0.19
84931A,2.1
21695,2.55
21285,1.85
21284,1.45
21692,3.39
21494,2.1
20698,2.1
21693,2.55
20697,2.1
21609,2.55
21689,3.39
72807A,3.81
84931B,2.1
84905,1.25
20772,2.1
20768,2.1
20767,2.1
20770,2.1
84796A,12.75
84796B,12.75
84797A,16.95
84797B,16.95
84873A,16.95
84872A,16.95
47591D,1.2
22413,1.49
22115,1.49
21903,1.4
21181,1.49
21905,1.49
85152,1.4
22188,2.3
21166,1.4
17039,0.21
84219,1.95
22478,1.25
22477,1.25
21275,14.95
22480,1.25
22482,1.25
22488,1.65
22485,12.75
22466,1.95
21686,39.95
35095B,0.29
35095A,0.29
35096B,0.29
35096A,0.29
18097A,2.55
22475,4.95
22479,1.25
22487,9.95
22461,12.75
22457,2.55
22488,1.45
22456,4.25
20662,2.55
21380,2.55
21358,1.05
20617,1.69
21357,1.05
20654,1.06
20936,2.55
21114,1.06
90201B,2.95
90201D,2.95
16202A,5.55
22476,4.95
84798B,2.55
16050,0.25
22481,1.25
21900,0.53
21179,1.06
82581,0.42
21173,1.45
21902,0.53
21899,0.53
21904,1.85
21901,0.53
21905,1.85
20689,1.95
90130A,2.95
90123B,5.95
90037C,2.55
90160C,6.95
90176A,7.5
90077,2.55
90183C,2.95
90075,8.95
90176C,7.5
90025F,3.75
90025E,3.75
90025B,3.75
90074,8.95
90079,4.95
47369A,2.95
22474,4.95
22466,1.65
21116,4.25
84251B,0.19
22260,0.72
22261,0.72
85053,1.69
22486,12.75
22460,1.25
22487,8.5
22071,3.39
79172D,0.85
85162C,9.95
35652,0.5
22468,6.75
47566B,3.75
21377,0.65
21379,0.42
21375,1.95
21833,1.49
84821,0.85
22461,10.95
22569,3.75
22568,3.75
22570,3.75
22586,0.85
22272,2.55
22568,3.39
22569,3.39
22570,3.39
22586,0.72
22587,0.72
84568,0.17
84598,0.17
22468,5.95
17027A,0.29
22565,0.85
16245A,1.25
22566,0.85
22585,1.06
22582,2.1
22583,2.1
22584,2.1
22485,10.95
22585,1.25
22587,0.85
22584,2.55
79161A,2.95
22472,4.95
22509,16.95
22505,4.95
22467,2.1
71434B,2.55
22474,4.25
22473,4.25
16243B,1.95
22508,3.75
22471,4.95
46776E,4.95
84632,59.95
84676,2.55
84913B,4.65
21356,1.05
22286,1.45
22264,0.72
21612,2.55
85129D,1.06
85129C,1.06
85129B,1.06
22266,0.55
22287,1.45
22297,1.06
21679,0.72
21677,0.72
20978,1.06
21581,1.75
21495,0.34
20982,0.72
21333,2.55
21620,3.25
18098C,2.55
21617,3.25
85200,0.85
21691,3.39
21613,2.55
22507,4.95
21071,1.06
21063,0.72
20762,2.95
85188A,0.72
85035A,3.81
21383,0.55
21721,0.72
21447,1.06
21873,1.06
84270,0.16
22265,0.55
22583,2.55
21982,0.29
85130A,1.45
20702,3.75
20703,3.75
85170B,1.69
85130D,1.45
21109,5.95
22096,1.06
22505,4.25
22472,4.25
22483,2.55
22509,14.95
22482,1.06
21331,3.95
22232,1.45
21982,0.4
21980,0.4
21981,0.4
21986,0.4
21983,0.4
21985,0.4
90163B,7.5
90130D,2.95
90013B,3.75
22512,3.75
22116,2.55
85202,0.36
85203,0.36
21389,0.72
21386,0.72
22190,1.85
84459A,1.25
21384,0.72
22108,3.39
22124,2.55
22123,4.65
85198,0.64
85204,0.36
37444C,2.55
84743C,1.25
78033,5.95
84806B,1.45
22511,3.75
22513,3.75
22659,1.95
22631,1.95
22582,2.55
22618,9.95
22617,4.95
22618,8.49
22617,4.25
85106,2.1
16168M,0.32
22281,5.25
85107,2.1
20686,2.75
22379,1.8
22137,2.25
16161P,0.34
37441,1.85
22511,3.39
22363,2.55
22458,2.1
22459,2.1
22473,4.95
22423,12.75
22083,0.5
84313C,4.25
84613C,4.65
22311,4.25
22510,3.75
22359,2.95
22361,2.95
22364,2.95
21618,3.25
22362,2.95
90037B,2.55
72800A,2.1
84971L,1.06
22363,2.95
47367B,2.95
22423,10.95
22360,2.55
22507,4.25
22508,3.39
22280,1.85
22450,2.95
22449,2.95
22451,2.95
85221,1.06
85089,2.55
84581,3.39
20695,3.75
84578,3.39
84920,2.95
21126,1.06
21445,1.06
21125,1.06
21204,1.45
21839,4.95
21039,2.1
21162,1.25
21068,1.06
20888,3.39
22284,1.45
21163,1.25
20973,0.55
20800,0.25
21099,0.1
21092,0.1
21091,0.1
21085,0.1
37379B,0.15
37352,0.1
37351,0.1
20688,0.45
20689,0.45
22445,2.95
22361,2.55
85186B,0.42
21196,1.65
37327,1.27
22460,1.06
22223,4.25
22433,1.65
21829,0.18
21359,12.95
84984A,1.25
21130,2.95
22450,3.35
22451,3.35
22449,3.35
22464,1.45
22465,1.45
22429,4.25
21452,2.95
22446,3.35
22448,3.35
21310,29.95
85019B,4.25
84849A,1.45
37471,0.85
90026A,8.5
35970,1.69
21275,16.95
16008,0.25
10124A,0.42
20973,0.65
72140E,0.64
20786,39.95
21654,1.25
84016,0.35
21557,2.55
22290,1.85
22245,0.72
22295,1.45
22250,0.72
22248,0.72
21879,0.55
21884,0.55
22052,0.34
22296,1.45
21883,0.55
90027A,2.95
90160B,6.95
90071,1.25
90187A,3.35
90187B,3.35
90011E,2.95
21061,0.72
17033,0.21
21059,0.72
21833,1.45
21060,0.72
21058,0.72
22454,2.95
22453,2.95
22452,2.95
84596I,1.06
21950,1.25
37509,2.55
35824P,1.49
90211A,5.95
72038P,0.21
84945,0.72
22447,3.35
21472,2.95
21471,2.95
22441,1.85
84795A,6.95
22444,1.25
22441,2.1
22443,7.95
22442,7.95
90191,12.75
90019B,4.95
21986,0.5
21985,0.5
21984,0.5
21982,0.5
21982,0.25
35004G,5.49
22342,1.45
22341,1.45
21131,4.25
21132,4.25
22564,1.25
22563,1.25
22562,1.25
72140E,0.85
22561,1.65
84910A,1.65
46138D,1.95
22555,1.65
22556,1.65
84762C,5.95
22560,1.25
22551,1.65
22554,1.65
44242A,1.25
20825,3.75
22557,1.65
22553,1.65
22549,1.45
22550,3.75
22535,0.42
22077,1.45
22518,2.1
21878,0.85
22522,0.85
22520,0.85
22523,0.85
22521,0.85
22524,1.25
22525,1.25
22519,2.1
22548,1.25
21787,0.85
22559,1.25
40005B,0.85
22544,0.42
20953,1.65
22539,0.42
22557,1.45
21878,0.72
21787,0.65
22528,1.25
22526,12.75
22567,1.25
22444,1.06
22543,0.42
22546,0.42
22545,0.42
22561,1.45
22405,1.25
22409,1.25
22408,1.25
22406,1.25
22407,1.25
22410,1.25
22402,1.25
22399,1.25
22396,1.25
22390,2.55
22393,2.55
20958,1.95
22517,2.1
44091A,0.42
21788,0.65
22323,1.65
72084B,1.95
85146,5.95
90046,4.95
84814A,1.95
22518,1.85
22541,0.42
22560,1.06
22564,1.06
22612,3.75
22611,4.95
22516,2.1
22515,2.1
22514,2.1
90030C,5.95
90030A,5.95
90030B,5.95
22530,0.42
22534,0.42
22536,0.42
22533,0.42
22529,0.42
22538,0.42
22532,0.42
22540,0.42
22443,6.75
22442,6.75
22547,0.42
22403,1.25
79321,3.59
22032,0.36
22031,0.36
21291,0.64
84901,3.39
16161M,0.34
21219,1.06
21915,1.06
21747,1.06
47599A,1.69
21032,1.06
21031,1.06
21030,1.06
20694,3.39
21446,1.06
84902,3.39
22081,1.45
22227,0.55
21918,0.36
21917,0.36
84199,0.18
21892,1.06
21653,1.85
21676,0.72
22209,1.45
21331,8.49
16011,0.16
21720,0.72
21719,0.72
85071C,2.1
21520,0.36
16012,0.16
21251,2.55
21250,2.55
21544,0.65
21379,1.06
21377,1.45
22069,1.45
21378,1.45
22551,1.45
22556,1.45
21623,8.5
21327,1.45
22068,1.45
21224,1.06
21897,2.55
21882,0.55
20935,2.55
22537,0.42
37326,1.25
21335,18.95
22398,1.25
84915,5.95
21785,0.65
22399,1.06
77101A,1.06
22525,1.06
22524,1.06
22523,0.72
22522,0.72
22521,0.72
22520,0.72
22519,1.85
22517,1.85
22516,1.85
21549,2.55
21548,2.55
21547,2.55
21545,2.55
47504G,1.06
21591,1.06
84192,1.06
15044B,2.55
21578,1.75
22400,1.06
22398,1.06
22555,1.45
22553,1.45
22528,1.06
22389,2.1
22390,2.1
22391,2.1
84527,1.95
85019B,1.25
85019C,1.25
84876D,1.25
22386,1.18
22467,1.18
84997B,2.3
22367,1.2
21156,1.2
22272,1.92
22271,1.92
22274,1.92
20967,2.66
20969,2.66
20970,2.66
22175,1.98
22381,1.49
20711,1.38
22617,3.62
22380,1.49
22138,3.62
21718,0.85
21716,1.74
20799,0.8
79030D,0.6
21623,6.38
22189,2.3
22456,3.67
22171,5.88
22177,6.68
85067,12.89
21759,25.62
22611,4.25
21633,12.75
22531,0.42
45016,3.75
21792,5.95
22563,1.06
22562,1.06
22389,2.55
22391,2.55
22407,1.06
22410,1.06
22405,1.06
84816,34.95
22526,10.95
22515,1.85
22514,1.85
90152C,5.95
90151,8.5
21117,6.75
21895,3.75
22394,2.55
90037A,2.55
90169,2.55
35638B,5.95
15058B,6.75
22436,0.65
22434,1.95
21193,1.69
22085,2.3
47599B,1.52
47599A,1.52
22083,2.3
47590B,4.19
21213,0.38
21212,0.38
47590A,4.19
22090,2.3
85049G,1.06
22537,0.36
22530,0.36
22534,0.36
22364,2.55
22402,1.06
22434,1.65
22436,0.55
22437,0.85
22439,0.65
22567,1.06
22435,1.25
20860,2.1
22475,4.25
22476,4.25
21187,1.45
22486,10.95
84919,5.95
84601A,2.55
20840,2.55
22400,1.25
35824P,0.38
90130C,2.95
22606,15.95
22607,8.5
22605,12.75
84791,2.55
21127,4.95
78124,2.75
21452,2.55
17012F,2.55
17012A,2.55
17014D,1.65
21922,7.95
82484,6.45
47348A,1.95
22440,0.42
21925,1.25
22438,1.95
21990,2.55
21993,2.55
85232A,4.25
21927,1.25
21926,1.25
35085E,0.5
35647,0.5
20836,2.95
45008C,3.75
20957,1.45
22519,1.59
22518,1.59
22517,1.59
22516,1.59
22515,1.59
22514,1.59
22526,7.98
84674,1.2
22606,10.66
22607,6.77
22605,8.62
22442,5.36
22443,5.36
84676,1.2
84675,1.2
22406,1.06
22409,1.06
22359,2.55
22612,3.39
84615,6.36
22480,1.06
22605,10.95
22395,2.55
21511,0.42
82578,0.42
22309,2.1
21713,1.85
21397,1.06
21171,1.25
82484,5.55
21922,6.95
22606,12.75
22607,7.65
47570,8.49
22559,1.06
22549,1.25
22437,0.72
21207,1.45
22246,1.65
84795C,6.95
84762A,5.95
84762B,5.95
22558,1.25
84824,12.75
45016,2.5
21926,1.06
21927,1.06
21925,1.06
22558,1.06
84875B,1.25
21611,2.55
22605,12.95
90133,4.95
84927D,2.1
72709,0.85
22548,1.06
21888,3.39
22550,3.39
90135A,4.95
20705,6.35
71496B,0.65
90064B,3.75
22496,2.55
22495,2.55
85049B,1.06
21431,1.45
21898,2.55
21292,0.64
21123,1.06
21289,1.06
21033,2.55
21357,1.06
22317,2.55
22212,1.69
21827,1.06
21527,4.75
90095,2.55
47503A,1.25
21750,1.85
85040A,1.45
21735,10.95
22414,6.35
21923,6.95
22469,1.65
22470,2.95
21166,1.65
21062,0.72
47556B,2.55
21866,1.06
22347,1.06
20977,1.06
20766,2.95
22445,2.55
20699,2.1
20764,2.95
47505,2.0
22479,1.06
21422,0.72
22477,1.06
21830,0.36
22324,1.65
22211,1.45
85224,1.69
16235,0.16
22719,1.25
90185D,4.25
21206,1.45
22161,0.55
84823,39.95
90123C,5.95
21890,2.55
22299,1.06
22413,2.3
22115,2.3
84997A,2.29
22472,3.74
22473,3.74
22474,3.74
22475,3.74
22139,3.66
22512,1.98
22513,1.98
21931,1.3
21930,1.3
22385,1.3
84997D,2.29
84997C,2.29
84997B,2.29
21621,7.45
78027,15.95
84731,1.65
84472,10.0
84858B,5.95
84877B,1.25
22062,2.55
22212,0.79
85068,6.95
22181,0.72
22174,1.48
21759,30.0
84292B,5.0
90152A,5.95
90173,3.75
16169A,0.42
16151A,3.75
62043B,1.65
22626,8.5
22503,29.95
85064,4.65
84840,7.65
90001B,4.25
22103,1.45
17129C,0.64
84840,8.5
22627,8.5
22625,8.5
85163A,10.95
46776C,4.95
84625C,0.85
84706D,8.95
84760L,1.6
22624,8.5
21469,2.95
22624,7.65
22627,7.65
51014L,0.72
51014C,0.72
51014A,0.72
22625,7.65
85216,0.53
22504,24.95
22503,24.95
22491,0.85
22626,7.65
22492,0.65
22615,0.29
22616,0.29
22614,0.29
22613,0.85
22133,0.72
16254,0.85
22421,0.42
22343,0.72
22492,0.55
22418,0.72
22491,0.72
22489,0.36
22418,0.85
22504,29.95
22621,1.45
22623,4.95
22619,3.75
22614,0.21
37422,0.64
21392,1.75
22403,1.06
85215,0.53
84929,0.42
22396,1.06
21698,0.72
84555A,2.55
21562,1.69
21425,2.55
21424,2.55
84597B,0.85
84597C,0.85
40046A,1.06
22421,0.36
22419,0.36
22493,1.45
22615,0.21
21417,1.85
